학교명,학교급_구분,시도교육청,교육지원청,지역,위도,경도,주소내역,폐교여부,폐교연도,시도,행정구,학교급,전체학생수,편성학급수,교원1인당학생수,공간유휴화지수,학교코드_KEDI,전체교원수,총교실수,동일생활권_대체학교수
서울명덕초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5567865094,127.1464443788,서울특별시 강동구 고덕동,0,,서울,강동구,초등학교,136,8,12.2,38.24,K010000914,11,17,16
서울명원초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5513212768,127.1505710711,서울특별시 강동구 명일동,0,,서울,강동구,초등학교,286,17,10.9,10.56,K010000915,26,24,20
서울명일초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5544672476,127.1420985707,주소미상,0,,서울,강동구,초등학교,65,4,9.5,29.24,K010000916,7,11,18
서울묘곡초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5585547285,127.1531796643,서울특별시 강동구 고덕1동,0,,서울,강동구,초등학교,259,17,6.6,6.74,K010000917,39,24,19
서울상일초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5472228902,127.1721448562,서울특별시 강동구 상일동,0,,서울,강동구,초등학교,136,10,12.2,31.2,K010000923,11,18,16
서울선린초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5296490753,127.1459206684,서울특별시 강동구 둔촌2동,0,,서울,강동구,초등학교,68,5,15.8,22.45,K010000925,4,9,19
서울선사초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5561225482,127.1285887026,서울특별시 강동구 암사2동,0,,서울,강동구,초등학교,81,6,16.2,22.83,K010000926,5,12,16
서울성내초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5313911869,127.1225092455,서울특별시 강동구 성내1동,0,,서울,강동구,초등학교,94,5,8.8,37.72,K010000927,11,10,22
오금고등학교,고등학교,서울특별시교육청,서울특별시교육청,서울특별시 송파구,37.5048723247,127.1297719588,서울특별시 송파구 오금동,0,,서울,송파구,고등학교,301,15,13.2,7.51,K010000507,23,19,13
영광홍농중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.4017836556,126.4472225176,전남광주통합특별시 영광군 홍농읍,0,,전남,영광군,중학교,232,17,16.3,1.98,K140001662,14,22,0
법성고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영광군,35.3595077547,126.4574042522,전남광주통합특별시 영광군 법성면,0,,전남,영광군,고등학교,181,14,10.9,7.53,K140000222,17,20,0
영광고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영광군,35.266515088,126.5067850588,전남광주통합특별시 영광군 영광읍,0,,전남,영광군,고등학교,247,13,17.2,13.13,K140000275,14,17,2
영광공업고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영광군,35.2795735675,126.5017233565,전남광주통합특별시 영광군 영광읍,0,,전남,영광군,고등학교,507,34,16.8,16.47,K140000277,30,43,2
영광전자고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영광군,35.2228925941,126.370421212,전남광주통합특별시 영광군 염산면,0,,전남,영광군,고등학교,457,21,8.5,19.28,K140000278,54,27,0
보길초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.1621306339,126.5551422072,전남광주통합특별시 완도군 보길면,0,,전남,완도군,초등학교,155,8,9.1,15.18,K140001852,17,14,1
삼서초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2299289393,126.6536129096,전남광주통합특별시 장성군 삼서면,0,,전남,장성군,초등학교,123,8,8.2,27.87,K140001929,15,16,0
서삼초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.334141128,126.7680574088,전남광주통합특별시 장성군 서삼면,0,,전남,장성군,초등학교,130,9,8.4,23.97,K140001930,15,16,0
약수초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.4082387173,126.8805669536,전남광주통합특별시 장성군 북하면,0,,전남,장성군,초등학교,169,10,16.9,3.46,K140001931,10,16,0
월평초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2907436797,126.7757050939,전남광주통합특별시 장성군 황룡면,0,,전남,장성군,초등학교,38,3,17.2,65.11,K140001933,2,9,1
장성성산초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.3267077512,126.8052965173,전남광주통합특별시 장성군 장성읍 성산리,0,,전남,장성군,초등학교,99,8,6.6,30.3,K140001935,15,13,0
장성중앙초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2982233599,126.786883286,전남광주통합특별시 장성군 장성읍 영천리,0,,전남,장성군,초등학교,5,1,13.1,67.11,K140001936,2,7,1
진원동초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2599726754,126.8631933966,전남광주통합특별시 장성군 진원면,0,,전남,장성군,초등학교,152,8,12.8,5.51,K140001937,12,11,0
진원초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2631247695,126.822341941,전남광주통합특별시 장성군 진원면,0,,전남,장성군,초등학교,172,10,10.7,7.15,K140001938,16,14,0
삼계중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.257872763,126.6656224421,전남광주통합특별시 장성군 삼계면 사창리,0,,전남,장성군,중학교,132,11,13.6,23.76,K140001911,10,18,0
장성백암중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.4313606446,126.8156476854,전남광주통합특별시 장성군 북이면,0,,전남,장성군,중학교,337,18,17.4,16.16,K140001914,19,27,0
장성여자중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.297133615,126.7863562231,전남광주통합특별시 장성군 장성읍 영천리,0,,전남,장성군,중학교,57,4,8.0,20.14,K140001917,7,9,1
장성중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.3099759413,126.792620928,전남광주통합특별시 장성군 장성읍,0,,전남,장성군,중학교,34,2,7.4,64.34,K140001918,5,9,1
서울강일초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5653688462,127.1770944457,서울특별시 강동구 강일동,0,,서울,강동구,초등학교,138,10,6.4,16.54,K010000903,22,16,16
서울고덕초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5611531437,127.1665313905,서울특별시 강동구 고덕2동,0,,서울,강동구,초등학교,204,12,10.4,11.44,K010000906,20,16,18
서울고명초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5530377807,127.1469123557,서울특별시 강동구 명일동,0,,서울,강동구,초등학교,255,12,10.1,2.21,K010000907,25,16,20
청산초등학교모도분교장,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.2007419226,126.7536385193,전남광주통합특별시 완도군 청산면 도청리,0,,전남,완도군,초등학교,83,7,11.2,20.28,K140003955,7,14,0
고금중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.3938154747,126.8017189363,전남광주통합특별시 완도군 고금면,0,,전남,완도군,중학교,288,19,12.0,3.15,K140001800,24,24,0
장성황룡중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2973311919,126.7591120499,전남광주통합특별시 장성군 황룡면,0,,전남,장성군,중학교,176,12,15.1,7.59,K140001919,12,18,0
삼계부사관고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 장성군,35.2583952733,126.6658521621,전남광주통합특별시 장성군 삼계면,0,,전남,장성군,고등학교,229,16,10.7,7.53,K140000233,21,21,0
장성고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 장성군,35.3087918372,126.7980954434,전남광주통합특별시 장성군 장성읍,0,,전남,장성군,고등학교,356,23,10.0,16.7,K140000295,36,31,1
문향고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 장성군,35.3034573014,126.7686683724,전남광주통합특별시 장성군 장성읍 기산리,0,,전남,장성군,고등학교,328,16,15.9,5.29,K140000296,21,20,1
장성하이텍고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 장성군,35.3100463344,126.7937269395,전남광주통합특별시 장성군 장성읍,0,,전남,장성군,고등학교,61,3,16.2,17.59,K140000297,4,6,2
고금초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.397716189,126.8000871547,전남광주통합특별시 완도군 고금면,0,,전남,완도군,초등학교,238,17,8.8,12.47,K140001816,27,22,0
군외초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.37943169,126.6465888971,전남광주통합특별시 완도군 군외면,0,,전남,완도군,초등학교,230,13,9.8,14.06,K140001824,23,19,0
금당초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.440941812,127.0612112304,전남광주통합특별시 완도군 금당면,0,,전남,완도군,초등학교,70,4,15.9,23.84,K140001829,4,10,0
금일동초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.3402825307,127.0551824393,전남광주통합특별시 완도군 금일읍,0,,전남,완도군,초등학교,152,9,7.0,12.45,K140001832,22,15,1
금일초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.3552946423,127.0334049368,전남광주통합특별시 완도군 금일읍,0,,전남,완도군,초등학교,160,10,9.9,15.75,K140001835,16,14,1
노화북초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시완도교육지원청,전남광주통합특별시 완도군,34.2157526187,126.5773930379,전남광주통합특별시 완도군 노화읍 신양리,0,,전남,완도군,초등학교,141,10,11.4,25.43,K140001844,12,17,1
